,claim_veracity,claim,topics,speaker,context
3579,False,"Last week, the Supreme Court reversed a century of law that I believe will open the floodgates for special interests including foreign corporations to spend without limit in our elections.","['corporations', 'supreme-court']",Barack Obama,speech
3580,True,Texas colleges and universities may opt to allow guns on campuses.,"['education', 'guns']",Eddie Rodriguez,speech
3582,False,"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",['recreation'],Bobby Jindal,speech
3583,True,"We have one of the most expensive General Assemblies, per capita, in the entire country.","['state-budget', 'state-finances', 'states', 'taxes']",John Loughlin,speech
3584,True,"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.","['economy', 'stimulus']",Marco Rubio,speech
3586,True,"Of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.",['guns'],Kelly Ayotte,speech
3587,False,The health care numbers are going up.,"['health-care', 'abc-news-week']",Joe Biden,speech
3588,True,While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,['crime'],David Cicilline,speech
3592,False,"20,000 Kansans lost their health insurance because of (Obamacare).","['health-care', 'message-machine-2014']",Pat Roberts,social media
3593,False,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""","['foreign-policy', 'guns', 'legal-issues']",Chain Email,social media
3595,False,Warren Buffett recently said Scrap Obamacare and Start All Over.,"['health-care', 'pundits']",Blog Posting,social media
3596,False,"When Georgia tightened its voter identification laws, the state sent a van and photographer to the homes of people who needed photo IDs and made them for free.","['civil-rights', 'elections']",Phil Gingrey,news
3597,True,"Over 40 of our 100 (House of) Delegates seats go uncontested every year, and over 40 percent of our state senate seats go uncontested every year.",['elections'],Robert Sarvis,speech
3598,False,Jeanne Shaheen voted to pave the way for a new national energy tax.,"['energy', 'voting-record']",Scott Brown,speech
3599,False,"Since Obamacare became law, most of our new jobs have been part-time jobs.","['health-care', 'jobs', 'workers']",Ken Cuccinelli,speech
3600,True,"In Ohio right now, you could be 8 months pregnant and have an abortion for no reason.",['abortion'],Lorraine Fende,speech
3601,False,We have killed lots of innocent people in the state of Texas.,"['crime', 'legal-issues']",Farouk Shami,speech
3602,True,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",['health-care'],Michelle Obama,speech
3603,False,"Of every three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.","['federal-budget', 'poverty']",Michele Bachmann,speech
3604,False,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",['health-care'],Newt Gingrich,speech
3605,False,Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.,"['abortion', 'candidates-biography', 'message-machine']",Rick Scott,ad
3606,False,"Cap and trade legislation that Zack Space supported would cost the average household approximately $1,761 per year in increased energy rates.","['cap-and-trade', 'climate-change']",Bob Gibbs,speech
3607,False,The Declaration of Independence was written on paper made out of hemp.,['history'],Kai Degner,speech
3608,False,Jason Carters plan: increase spending by $12.5 billion.,"['education', 'medicaid', 'state-budget']",Nathan Deal,ad
3609,False,"Dan Seals has been running for office since before there were, like, iPods.","['candidates-biography', 'message-machine']",Robert Dold,ad
3611,False,Women earn only 77 cents for every dollar earned by men in the same position.,"['income', 'jobs', 'poverty', 'women', 'workers']",David Cicilline,news
3612,False,The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,"['county-budget', 'sports', 'taxes']",Carlos Gimenez,speech
3613,False,Texas legislators in 2011 increased state spending on education.,"['education', 'state-budget']",Myra Crownover,ad
3615,True,U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.,['economy'],Rick Perry,news
3616,True,Things went wrong with the Medicare prescription D plan that George Bush rolled out.,"['health-care', 'medicare', 'retirement', 'technology']",Steve Israel,speech
3617,True,Child care costs in some states now exceed the average price tag for college tuition.,"['children', 'education', 'families']",Donna Howard,speech
3619,False,There is debate among constitutional scholars about whether the First Amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs.,"['gays-and-lesbians', 'legal-issues', 'marriage', 'religion', 'supreme-court']",David Ralston,speech
3620,True,"Last year, American oil production reached its highest level since 2003.","['economy', 'energy', 'history']",Barack Obama,speech
3621,False,The head of the FBI has told Congress they cannot vet those (Syrian) refugees.,['foreign-policy'],Ted Cruz,speech
3622,False,[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,"['taxes', 'transportation']",Debbie Dooley,news
3624,False,Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,"['corporations', 'economy', 'labor', 'occupy-wall-street', 'workers']",Facebook Posts,social media
3626,False,"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",['abortion'],Tarina Keene,speech
3627,True,"Missouri families earning power is about $5,000 less today than it was at the turn of the century.","['economy', 'income']",Todd Richardson,speech
3628,False,The platform of the Republican Party says deport everybody and to hell with it.,['immigration'],Gilberto Hinojosa,speech
3629,True,MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.,['education'],Afscme People,ad
3630,False,14 percent of noncitizens are registered to vote.,['elections'],Donald Trump,speech
3631,False,Redskins is used historically as a term of respect.,['history'],Pete Hegseth,news
3632,True,"Rodney Ellis Says that in three legislative sessions, his proposals opening pre-kindergarten to all Texas 4-year-olds never got heard or voted out of committee.","['children', 'education']",Rodney Ellis,speech
3634,True,"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",['iraq'],Hillary Clinton,Undefined
3635,True,"When New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.","['health-care', 'states']",Donald Verrilli,speech
3637,False,Milwaukee County Executive Chris Abele is a billionaire.,"['candidates-biography', 'wealth']",Marina Dimitrijevic,news
3640,False,State employees will have to pay 100 percent of their pensions and health insurance after 2012.,"['health-care', 'labor', 'state-budget']",Chain Email,writing
3643,False,Thom Tillis Says a pro-Democratic ad is false for saying that he allowed two disgraced staffers in 2012 to resign.,['candidates-biography'],Thom Tillis,ad
3644,True,Members of Congress did not have three days to read the bill when the stimulus was rushed into law.,"['history', 'stimulus']",John Boehner,ad
3645,False,"U.S. Rep. Sean Duffy is among seven Tea Party freshmen who spent an average of $15,000 on cars for themselves.","['congress', 'congressional-rules', 'government-efficiency', 'transportation']",Scott Keyes,social media
3647,True,The 2006 Massachusetts health care law has added (only) about 1 percent to our state budget.,"['health-care', 'state-budget', 'abc-news-week']",Deval Patrick,speech
3648,False,They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.,"['elections', 'government-efficiency', 'labor', 'unions']",John Kasich,speech
3649,False,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.","['drugs', 'marijuana']",Facebook Posts,social media
3652,True,The states new collective bargaining law effectively eliminates police unions ability to negotiate.,"['public-safety', 'unions']",Steve Loomis,speech
