,claim,claim_veracity
1518,Tyler Perry stars in Gone Girl.,1
1519,"KFC has almost 20,000 locations around the world.",1
1520,The Weeknd is not Canadian.,0
1521,Empathy is the capacity to feel what another person is experiencing.,1
1522,Svitavy is in Britain.,0
1523,Give Me Everything is the only song on Planet Pit.,0
1524,Drama school offers zero degrees.,0
1525,George W. Bush's brother is the host of America's Got Talent.,0
1526,Boston University offers bachelor's degrees.,1
1527,Katie Holmes has had a role.,1
1528,Little Miss Sunshine is only a book.,0
1529,One common cosmetic is foundation.,1
1530,Nick Nolte was born in 1941.,1
1531,The Philippines was named by a French explorer.,0
1532,Cosmetics rarely include cologne.,0
1533,Star Wars is a franchise centered on a television series.,1
1534,Clarence Thomas is a judge and lawyer.,1
1535,The Bold and the Beautiful is unrelated to The Young and the Restless.,0
1536,The United States Army participates in conflicts in Europe and Asia.,1
1537,The Dark Knight was not released six months after Ledger's death.,0
1538,Scotland consists of 791 islands.,1
1539,Vera Farmiga has spent all her life in France.,0
1540,Shakira works as a singer.,1
1541,The last known descriptions of cerebral palsy occur in the work of Hippocrates.,0
1542,Trevor Berbick was born in 1956.,0
1543,Brunei shares Borneo with Malaysia and Papua New Guinea.,1
1544,Arcade Fire's fifth studio album was The Suburbs.,0
1545,Jon Pertwee was in anything but Worzel Gummidge.,0
1546,Young MC has yet to appear in films.,0
1547,Melisandre is a real-life person.,0
1548,Velaiilla Pattadhari 2 is Indian royalty.,0
1549,Frederick Trump was born in Kallstadt in 1991.,0
1550,Priyanka Chopra is vocal about gender equality.,1
1551,An actor from the Wolf of Wall Street (2013) film won Best Actor title.,1
1552,Will Ferrell established himself as a cast member of a long-running NBC show.,1
1553,Mr. Freeze was created by Bob Dole.,0
1554,Courteney Cox received a Golden Globe nomination for her portrayal of Jules Cobb.,1
1555,Kazakhstan is located in India.,0
1556,"As of 2014, Jennifer Aniston's net worth is estimated to be less than 50 million.",0
1557,Jennifer Aniston is a Canadian.,0
1558,Stand-up comedy is only a drama style.,0
1559,Khal Drogo was only introduced in A Clash of Kings.,0
1560,William Shatner acted the part of Denny Crane.,1
1561,Sonic Highways is an album by Foo Fighters.,1
1562,Five is the number of seasons of Prison Break.,1
1563,Asset management may apply to intangible assets such as the creations of the intellect.,1
1564,Evolution was by an American singer.,1
1565,Henry V is based on a work by an author.,1
1566,Ellyse Perry played baseball at the age of 16.,0
1567,True Blood revolves around Sookie Stackhouse.,1
1568,Silicon Valley is an island off the coast of Chile.,0
1569,Orson Welles was a film director.,1
1570,Heikegani has a shell that bears a pattern.,1
1571,"Andrew Stanton was the sole director of Pixar's ""A Bug's Life"".",0
1572,Star Wars: The Force Awakens received only praise.,0
1573,"Psychological horror refrains from using mystery elements and characters with unstable, unreliable, or disturbed psychological states to enhance the suspense and horror.",0
1574,Chinese people only can be associated with Spain through nationality.,0
1575,Ivan Lendl has secured 94 singles titles.,1
1576,Backstreet Boys is a musical group.,1
1577,Marie Antoinette was the Queen of Spain.,0
1578,Antarctica is not the fifth-largest continent.,0
1579,The English Civil War was a season of unarmed conflicts and political machines.,0
1580,Resident Evil's protagonist was created using CGI.,0
1581,"In 2011's summer transfer period, a team signed Romelu Lukaku.",1
1582,Russell Crowe was not in any films directed by Ridley Scott.,0
1583,The Nile runs through Uganda.,1
1584,Kerala is a state.,1
1585,Room premiered at the Sundance Film Fesitval.,0
1586,Red Headed Stranger had a cultural impact that was strong.,1
1587,The Underworld film series has grossed a total of $98 million.,0
1588,Pregnancy can occur as a result of assisted reproductive technology.,1
1589,Colombia is the most densely biodiverse country in South America.,1
1590,The Amanda Show aired beginning in 1999.,1
1591,Pyongyang is a North Korean city.,1
1592,Doctor Zhivago's protagonist is a physician.,1
1593,Evan Rachel Wood started acting in the 1990s.,1
1594,The 1998 Major League Baseball All-Star Game was held at the home of the Tampa Bay Rays.,0
1595,Nick Nolte was in the cast of Tropic Thunder.,1
1596,As the World Turns was replaced with Will and Grace.,0
1597,Just Dance spent months on a chart.,1
1598,Cher was in a movie that released in 2010.,1
1599,Andrew Wood (singer) is a dancer.,0
1600,The Rev is the composer of the song Chapter Four.,0
1601,Florida is internationally known for golf.,1
1602,Ben Affleck is the leader of the Republican party.,0
1603,Jamie Foxx was born in the 19th century.,0
1604,Orson Welles did not have a baritone voice.,0
1605,Diary of the Dead is exclusively a comedy film.,0
1606,Ronda Rousey had her first role in a feature film in 2014.,1
1607,"In Los Angeles, Kaitlin Olson began her career.",1
1608,Babe Ruth lost his life in 1948.,1
1609,The Legend of Tarzan (film) was released in November of 2016.,0
1610,Furious 7 began principal photography in 2014.,0
1611,Gift of the Night Fury stars the voice of an actor whose middle name is James.,1
1612,Avatar was directed by Steven Spielberg.,0
1613,Kevin Durant is not a writer.,0
1614,Tommy Chong is German.,0
1615,The Hunger Games is set in a society.,1
1616,The Right Stuff's cast sued Barbara Hershey.,0
1617,Ronald Reagan was misdiagnosed with Alzheimer's disease.,0
1618,The Offspring is an Iranian band.,0
1619,Fantastic Beasts and Where to Find Them premiered in Boston.,0
1620,The Olympics Games do not give athletes the chance to attain fame.,0
1621,A reflex is made possible by neural pathways.,1
1622,Eazy-E was born to Richard and Kathie Wright in 1990.,0
1623,Richard Nixon was American.,1
1624,Evil is rarely associated with psychological trauma.,0
1625,"Ballet Shoes was produced by the former Granada Television, current Granada Productions.",1
1626,AC/DC are a Italian band.,0
1627,The Miami Marlins are an amateur team.,0
1628,Facebook is British.,0
1629,Steve Buscemi took a hiatus from films throughout all of the 1990's.,0
1630,Ricin comes from the Amazon.,0
1631,Carrie Fisher was from the United States.,1
1632,"The ""Royal Family of Pop"" was a known title of the Jackson family.",1
1633,The Lion King was released in 1876.,0
1634,Resident Evil had a protagonist portrayed by actress Milla Jovovich.,1
1635,Twitter has more than one office.,0
1636,David Schwimmer is a television actor.,1
1637,Seinfeld was created by Jerry Seinfeld.,1
1638,"Maggie Gyllenhaal graduated from college November 16, 1977.",0
1639,Romelu Lukaku is a tennis player.,0
1640,Rope was not released in 1948.,0
1641,"Marilyn Burns graduated on May 7th, 1949.",0
1642,Richard Nixon defeated President Hubert Humphrey in a presidential election.,0
1643,Frederick Trump was born in the United Kingdom.,0
1644,Charles II of England did not have a brother.,0
1645,Australia was once part a larger empire.,1
1646,License to Wed is a film.,1
1647,Walt Disney founded the Walt Disney Company in 2005.,0
1648,Clark Gable wasn't an extra in silent films.,0
1649,Ecuador does not border Colombia.,0
1650,Prometheus entered production in December 2010.,0
1651,Pink Floyd was unable to be inducted into the UK Music Hall of Fame.,0
1652,Mother Teresa has received zero prizes.,0
1653,Sarah Silverman was incapable of being involved with a film directed by Richard Linklater.,0
1654,Beyoncé starred in Obsessed.,1
1655,Trolls (soundtrack) was released by a record company.,1
1656,Dhool is an Arabic-language film.,0
1657,Game of Thrones (season 3) is a movie.,0
1658,The Thénardiers are characters who are not real.,1
1659,A symptom of lung cancer is chest pains.,1
1660,Ethnic Albanians lost daily use of the Albanian language centuries ago.,0
1661,Batman Begins is considered one of the best superhero shows.,0
1662,David Beckham is a soccer player.,1
1663,Interpersonal psychotherapy centers solely on impersonal problems.,0
1664,The Simpsons series will have 23 episodes for the thirtieth season.,0
1665,The blue-ringed octopus is venomous.,1
1666,Plato was a theorist.,0
1667,Daft Punk released their first album in 1887.,0
1668,The United States Naval Academy is outside of the Maryland state capital.,0
1669,San Junipero's genre is science fiction.,1
1670,The Resident Evil film series has a protagonist adapted straight from the video games.,0
1671,Mark Hamill has avoided voice acting entirely.,0
1672,Lonesome Dove (miniseries) was nominated for eighteen Emmys in 1989.,1
1673,Brave is a city.,0
1674,World of Warcraft is an offline game.,0
1675,The Honeymoon Tour was an Ariana Grande concert tour.,1
1676,Tom Felton was not in The Borrowers.,0
1677,Toronto is the least populous city in Canada.,0
1678,The Economic Times is a publication.,1
1679,Rod Laver is widely regarded as one of the greatest jazz musicians.,0
1680,The United Nations won a Nobel prize.,1
1681,Colm Feore has taken all kind of roles except for First Gentleman Henry Taylor.,0
1682,Foo Fighters formed in 1974.,0
1683,Ginger Baker was passed up for a spot in Cream.,0
1684,"Charles, Prince of Wales has tried to raise world awareness of the dangers facing the natural environment, such as climate change.",1
1685,Ann Romney is the wife of a businessman and Mormon.,1
1686,Beautiful People is a TV series.,1
1687,Leonard Nimoy directed Three Men and a Baby.,1
1688,Mike Tyson bit Holyfield's ears.,1
1689,Alex Sharp won an award.,0
1690,United States Congress has 410 Representatives.,0
1691,France retained close economic and military connections with Algeria and other former colonies in Africa.,1
1692,The Philippines is newly industrialized.,1
1693,Alec Baldwin had a starring role in 30 Rock.,1
1694,Grave VanderWaal fails to be American.,0
1695,The English band Radiohead's third studio album was OK Computer.,1
1696,Ancient Egypt was prehistoric Egypt.,1
1697,Cristiano Ronaldo is a professional footballer for Spanish club Real Madrid.,1
1698,PageRank was named after an Internet entrepreneur.,1
1699,Heather Watson is European.,1
1700,The Black Dahlia was released in 1996.,0
1701,Franklin D. Roosevelt was born in 1882.,1
1702,"Joseph Barbera was born on March 24, 1911.",1
1703,Natalie Wood was never directed by George Seaton.,0
1704,Daniel Day-Lewis has not earned numerous awards.,0
1705,Brooks Wackerman is from the Philippines and has only worked as a custodian.,0
1706,Christopher Marlowe is a writer of poetry.,1
1707,Telangana is a southern Indian state.,1
1708,Eagles is a band.,1
1709,Kong: Skull Island is a 2015 film.,0
1710,Theodore Roosevelt was public-schooled.,0
1711,Saint Peter is referenced in a religious text.,1
1712,Fabian Cancellara is called Spartacus.,1
1713,Led Zeppelin is incapable of being an English band.,0
1714,There are a number of species on Earth today.,1
1715,Toronto has both annexed and merged with neighboring cities and towns.,1
1716,The Outcasts is a horror film.,0
1717,Planet of the Apes came out in 1968.,1
1718,The Hunger Games is placed in the future.,1
1719,Black Sails is a sequel to a Robert Louis Stevenson novel.,0
1720,Cruise was in Edge of Tomorrow.,1
1721,Doctor Who is produced.,1
1722,Evil Queen (Disney) was created by Joe Grant and Walt Disney.,1
1723,The Amazing Spider-Man 2 is not a film.,0
1724,Inhumans first appeared in the X-Men comics.,0
1725,Most of France's colonies are now independent.,1
1726,Brock Lesnar won a fight against former judoka Min-Soo Kim in 2007.,1
1727,Jon Watts has only worked with Paramount Pictures.,0
1728,Brigitte Macron was born in 1955.,0
1729,The People vs. Larry Flynt is directed by Mark Wahlberg only.,0
1730,Bring It On (film) had zero involvement from Gabrielle Union.,0
1731,Gorillaz had a fifth studio album.,1
1732,Inhumans is an upcoming book.,0
1733,Dolly Parton is a screenwriter.,0
1734,Asteroid Day was founded exclusively by Tom Hanks.,0
1735,Some Assyrian people speak Central Neo-Aramaic and Western Neo-Aramaic.,1
1736,Andrew Jackson was president from 1829 to 1837.,1
1737,John Mayer was born in 2002.,0
1738,Adele released two or more studio albums.,1
1739,STS-96 launched at 6 AM.,0
1740,La La Anthony appeared in a romantic comedy film.,1
1741,"Centralia, Pennsylvania has a hell-mouth burning beneath it.",0
1742,Slovenia is a Russian ballet performer.,0
1743,Carrie Fisher died of an aneurysm.,0
1744,Ronald Reagan was prime minister of the United States.,0
1745,Lisbon has status as a capital.,1
1746,Prakash Jha is a person from India.,1
1747,The United Kingdom is an absolute monarchy.,0
1748,Sicario (2015 film) received three BAFTA nominations.,1
1749,Evolution is the first studio album by Sabrina Carpenter.,0
1750,Titus built Jerusalem and kept it safe.,0
1751,Jon Pertwee acted with Max Wall.,1
1752,The Breakfast Club premiered in 1985.,1
1753,No Escape had no pre-screenings throughout the United States.,0
1754,Ministates include Amy Adams.,0
1755,Leighton Meester is a film actress.,1
1756,A Liberty bond was a stamp.,0
1757,The Red Army invasion of Georgia aimed to reinstate a Social-Democratic government.,0
